target,comment
0,اقا عجب قولی گرفتی از روحانی رو اونم دیگه نمیشه حساب کرد
0,شاید یه جریان سیاسی درکاره خداعالمه
0,چقدر زشته لب ودهنش عین بوزینه هست فکر میکنه خیلی خوشگلس
0,سلام من هم میگم حالا خورشید بدون آقای رشید پور حالا خورشید نیست حتما نیست 
0,سلام آقای رشید پور خداقوت داستان کشتی سانچی هنوز توابهامه هرکی یک چیزی میگه لطفا بازم شفاف سازی کنین اگه میتونننین
0,سیستان را دریابید
0,بابا این مردم کی اینقدر پوست کلفت شدن
0,سلام اینروزها جلو هر مسولی میگن چرا پراید فلان قدر شده انگاری همه مردم خودرو خورن بابا نونو اب نمیشه اجناس میره بالا مدام اونقت میگن خودرو گرون شده نداشتن خودرو قحطی نمیاره مردم میتونن بی خودرو زندگی کنن اما ارازاق روزانه چی شیر خشک بجه چی خواهشننمندیم کم از خودرو بگو وزیر صنعت جغدی رو کم پیش چشممون بیار
0,حالا میدونید چرا عالی هستید چون حداقل حق مردم را زبانی میگین بعضی وقتا سعی کنید مردم را نگه دارید بدردتون میخوریم نکنه کیفیت برنامه تون بد بشه یا مغرور بشین
0,سلام لطفا راجب سکه که یک جوانی که کار درست ندارد چطور میتواند سه ماهی یک بار سکه پرداخت کند لطفا با مسعولین صحبت کنید که راجبش راه حلی پیدا کنند
0,اتوبوس ما با دهها هزار وسایل نقلیه دیگر در نزدیکی فرودگاه بعلت بارش برف توی یکی از اصلیترین اتوبانهای کشور از ساعت ۲ شب تا به حالا که ساعت ۱ صبح متوقف شده و معلوم نیست تا کی بتوانیم حرکت کنیم مگر بارش برف در دیگر کشورهای دنیا که به طور متناوب رخ میدهد اینطور آنها را فلج میکند آن هم در پایتخت و مهمترین فرودگاه کشور آن هم با پیش بینی قبلی هوا شناسی کشوری که با یک اتفاق ساده و طبیعی فلج میشود واقعا که باید باعث شرمساری حاکمان آن شود چونکه عرضه اداره آن را ندارند
0,مرتیکه دروغگو
0,حالا خورشید پیگیریهاتون درباره آمارتصادفات که روزی ۲ نفرتلفات گرفته درده سال اخیر ادامه بدید قطب سوم خودروسازی سرکاری بود ماشین آبسوز دروغ ابتکار
0,اگر میخواین برنا مه تون رو فرم بمونه پرویز نیارین جلو دوربین چون نه بیان زیبا داره نه شوخی کردن بلده و نه استایل جلو دوربین ایستادنو داره
0,بلاک کن
0,آقا خواهشا این آقا رو از برنامه بردارین اصلا آدم باهاش حال نمیکنه موج منفی میده به ادم
0,  معلم خوب معلم مرده_است از دیدگاه رشید پور و همپیاله هاش
0,باعث تاسفه
0,ببینید و اشتباه نکنید رتبه هارو دست کاری کردن
0,کاش هارو خیلی وقته کاشتیمولی انگار پوسیده بودهبار نداد 
0, 
0,خیر متاسفانه
0,نه به تاثیر مستقیم سوابق تحصیلی
0,خیلی دروغ میگن ایشون نباید این همه دروغ به مردم بگهای کاش جناب رشید پور یه کارشناس هم دعوت میکرد که دروغهای مهندس رو جواب میداد
0,برنامتون بسیار عالی در مورد بحث ازمون دانشگاه ازاد با این همه پیامی که دانشجویان دکترا دادن هیچ انعکاسی نداشت امیدوارم واقعا خوانده و شنیده_شویم
0,آقارشیدتورا به هرکی که بیشتردوست داری قسم بامن حتماحتماحتماتماس بگیرکاواجب دارم ۰۱۴۷۳۴۴۲۳
0,این مشکلات به علت مدیریتایه ناقصه
0,اخه مدیران و رهبران امریکا را با اینجا مقایسه میکنی انها فکر کشور و مردم خودشان هستند نه فکر سوریه و لبنان و قدس ما داشته هامونم بر باد دادیم دریاچهی ارومیه از بین رفت سی و سه پل اصفهان خشک شد هیرمند و هامون و 
0,دختران خیابان انقلاب اگر در این نظرسنجی اول نشوند فقط سطح پایین مخاطبین صدا و سیما مشخص میگردد و یا ترس کارمندان  از اخراج ولاغیر
0,دوستان عزیزم برای من دعا کنید چون مشکل بزرگی مالی برام پیش آمده و خداوند با دعای خیر شما عزیزان جان مشکل مالی ام را حل کند ممنون شمام یا الله دل من و همسرم و خانوادهام را با حل مشکل بزرگ مالی ام شاد کن یا الله تو بزرگتر از مشکلات هستی
0,دادگستری کرمانشاه حکم زندان منو داده بخاطر یک سکه سکهی تومنی شده چهارتومن اخه قوه قضاییه چه وضعشه واقعا چرا اینارو نمیگین خدااا
0,سلام جناب رشید پور لطفا بفرمایید یه فکری برای ما بازنشستهها بکنند ما با این گرونیها فقط باید از بچه هامون خجالت بکشیم لطفا اگر امکان داره پیگیری کنید ممنون
0,یک ذره غم و ناراحتی در چهره و لحن اقای الهی نیا دیده نمیشدجان مردم برایشان هیچ ارزش ندارد تاسف تا به کی
0,فک کردی مردم هم مث خودت نفهمن اون روزی که خودت رو به سکته زدی کی مهمون برنامه  آقای جاسمی زرگانی مخترع خودرو آب سوز که اگه تو رشید پور خائن بهش پر وبال میدادی انقلابی در صنعت خودرو آغاز میشد بنده کانال تلگرامش رو دنبال میکنم به نظرتون برای چی باید وسط اون برنامه رشید پور خودشو به سکته بزنه و دیگه برنامه اجرا نشه تا آبها از آسیاب بیفته وبعدازاون هم دیگه اسمی از برنامه نیمه تمام آقای جاسمی برده نشه
0,رشیدپور دلقک
0,بپرسید ساعت و انگشتر ارنستو مگه گم نشده_بود چراتوقسمت بعد دستش بود 
0,خوش بحالتون کاش اینجا هم برف میومد
0,سلام اقای رشید پور اشک مارو دراوردین
0,سلام من امیری هستم از استان سیتان و بلوچستان منطقه محروم دشتیاری از محرومترین مناطق آموزش ایران با تمام وجود داریم میخونیم بلکه سبب پیشرفت و توسعه منطقه مون از نظر پزشکی و نیروی آموزشی بومی باشیم حالا با وجود محرومیت هایمان و تاثیر ۲ درصد قطعی کنکور و نداشتن نیروی آموزشی متخصص تا به ما آموزش دهد چطور میتوانیم معدلهای بالای هفده کسب کنیم مسئولین به مناطق محرومی چون دشتیاری از استان سیتان و بلوچستان توجه کنند با سپاس از زحمات مخلصانه استاد گرامی
0,آسمان به کوه زد دریا به آتش آتش نشان سوخت با خاک و کودکان یکی یکی گرفتار کفتار
0,آقای کاتب رای با ملت است
0,خیر من پدرم تکنسین برق هواپیمایی هستن به قول پدرم ایشون از نا آگاهی مردم سواستفاده کردن وجوابهاو اطلاعات غلط البته با مغلطه به مردم تحویل دادن بعد هم فرودگاه یاسوج فاقد رادار هست
0,سلام و خسته نباشید چندین بار پیام دادم ولی نخوندین لطفا بهای بلیط پرواز کرمان تهران و بالعکس رو مورد بررسی قرار بدین چرا این مسیر پرواز در کرمان فقط در انحصار شرکت ماهان هست چرا مسیر کرمان تهران که از زاهدان یا بندرعباس به تهران نزدیکتره بهای بلیطش گرانتره باور کنید این مسیر فقط برای مدیران شرکتها و مرفهین نیست چرا که بسیاری از افراد در شرایط اضطراری باید از هواپیما استفاده کنند ممنون
0,ااققااا نه تروخدا تمومم نششهه قول بدین ی برنامه دیگه همینجوری برامون بسازین خب شمام مث صبحی دیگر که چند ساله برنامه داره ادامه بدین
0,لعنت به هرچی منفعت طلبه
0,سلام ۱ هزار پیام به برنامه تون ارسال کردیم کسی از شماها ندید یا نخواست ببینه شما که تو برنامه تون عنوان کردید تریبون بیان دغدغه هاید اون چند هزار پیامکو ندید حداقل اینجا دیگه دغدغههای معلمارو ببینید مافرهنگیان خواستاربرابری حقوق و مزایا بادیگرکارمندان دولت پیگیری موارد افزایش حقوق بهبود اوضاع معیشتی حذف کسری مقرری ماه اول رتبه بندی حق خانمهای مجرد و بازگشت تربیت معلم به سنوات بازنشستگی هستیم خواهشمندیم برنامهای را در این خصوص ترتیب دهید
0,همه ملت ایران که با سیلی صورت خود را سرخ نگه داشتند وخم به ابرو نیاوردند
0,اقای کاتب رای با ملت است
0,احتمالا خیلی هاشون از نکبت زادههاهای خودشونن مگه میشه این همه جاک باز داشته_باشیم
0,بیکاری
0,سلام ممنون میشم بگید کجا باید پیام داد ک دربرنامه خونده بشه
0,چرا آقای وزیر پاسخگو نیستند یک هفته از قولشان گذشته
0,روحشان شاد وخداوند صبر بده به خانواده هایشان
0,امروز نبودین زدم شبکههای دیگه حالم گرفته_شد از صبح تا حالاهم انگار یه چیزی گم کردم انشاالله که زود وپربارتر برگردین آقا نشاط عزیز امروز نشاط و سر زندگی هرروز و نداشتم
0,ما دانش اموزان منتظریم
0,سلام جناب رشید پور ما نقاشها ساختمون وضعیت مردم را درک میکنیم با اینکه تازگیا رنگ بیست درصد هم گرون شده بخاطر وضعیت هموطنان عزیزمون هنوز هم با قیمت ثابت هفت سال پیش کار میکنیم واعتراضی  امید روزهای سرشار از برکت وخوشی برای همه
0,ای هموطنان عزیز لطفا به آقایان بالابالایی خبر بدین قرار شده ۳ نفر از کارگران شرکت کنتورسازی رو به عنوان نبود درآمدشرکت بیرون کنن لطفا کمک کنید به آقایان مجلس اطلاع بدین آقای لاریجانی خبر داری ما پارسال یه هفته مانده به عید جلو مجلس بودیم الان دارن دوباره اخراج میکنن به داد ما برسین لطفا اطلاع رسانی 
0,مرتیکه قرمساق
0,چرا حیفه یه برنامه درست حسابی صبح هست اونم میخاین جمع کنید
0,برای پرسنلت چیکار کردی
0,ی خورده به مردان دلاور جبهه اقتدا کنید و اینقدر از سختی کار اونم تو ی روز برف ننالید در کدوم مصاحبه جبهه دیدید رزمندگان بنالند
0,ولی روز موعود خیلی نزدیکه که باید کاسه کوزه شونو جمع  اجازه نمیدیم به این راحتی برن باید جواب پس بدن این همه ظلمی که به ما ملت  دیگه اون مردم ساده  چیزی واسه از دست دادن نداریم
0,خیر خیر
0,خیلی بیمعرفتی اقای رشیدپور چرا سوال نکردی
0,ناهید از یزد هوا خیلی سرده
0,سیبتون مصنوعی اقای رشید پور راست میگی از سیبتون یه گاز بگیرید یا پرتقال رو بده نشاط بخوره
0,ساعت ۱ صبح چه انرژی داره
0,نه به تاثیر قطعی امتحانات نهایی و سوابق تحصیلی
0,واقعا مظلومند و همانطور که میبینید تصویرش هم در این عکس نیست
0,اقای رشید پور ترا به خدا بیشتر راجع به محیط زیست کم ابی وگردو غبار خشک شدن تالابهایمان صحبت کنید ممنون میشوم
0,نزارین حقمون ضایع بشه
0,الحمدالله که تو کشور ما حقوق بشر رعایت میشه
0,دلمون تنگ شد زود بیایین
0,فاجعه کنکور ۷
0,مستندات بی توجهی رسانهها به اعتراضات به حق فرهنگیان نسبت به احکام تبعیض در صدا و سیما تبعیض در حالا خورشید بی توجهی و سکوت نادیده گرفتن حق معلم این فیش حقوقی حق من نیست بطحایی پاسخگو باش معلم جواب میخواهد کمپین حمایت از حقوق فرهنگیان اجرای قانون بازنشستگی پیش از موعد فرهنگیان احتساب سالهای تحصیل همکارانی که تعهد دبیری نبودند و با آزمون وارد خدمت شدند بیمه طلایی نه بلکه بیمه کذایی
0,من بیش ازسه دوره یک ماهه ازعضویت اولم وبیش ازیک ماه ازعضویت دومم میگذره عدد۸راهم ارسال کردم ولی متاسفانه کد قرعه کشی نیامده دیگه نا امید شدم ازاول مارکت ولی به خدا امیدوارم وازاومیخوام که این پولی که ازما کم میشه ذخیره قبر وآخرتمون کنه شماهم بی ام و وجوایزرابدین به همون هایی که باید بدین
0,سعی کردم عضو تبلت باشم موفق نشدم آقای رشید یور
0,زودبرگردین دلتنگتونیم
0,سلام اقای رشید پور یه درخواست از شما دارم لطفا اگه ارزش پیگیری داشت انجامش بده در مورد اتقاق خیابان پاسداران تهران تا حالا شده فکر کنی چرا بسیجی و سرباز باید اونجا باشن چرا باید سربازی اونجا باشه یه یک دره اموزش ندیده چرا نیروی باید اونجا باشه که اموزش ندیده پس یگان صربت کجان چرا بسیجی اونجا باید باشه ساچمه بخوره در صورتی که این کار باید تویط گروه ضربت انجام میشد که وسیله و لوازم ضد شورش باید میداشتن لطفا اگه دغدغه داری و هر روز چراغ زرد روشن میکنی اینو پیگیری کن
0,کاشکی برنامتون تموم نشه خیلی حیفه برنامه به این جالبی واقعا حیفه
0,راجع به برنامه امروز چرا همه لال مونی گرفتن حرف نمیرنن
0,سلام لطفا برای نه به قطع ارز دانشجویی کاری بکنید لطفا اعتراض ما رو انتقال بدید دانشجوهای خارج و ارز اولیهها که این ترم تازه میخوان برن باید بتونن مثل قبل ارز دولتی ۴ بگیرن لطفا حمایت کنید
0,لطفا ی حمایتی کمپینی سایتی واسه دختران مجرد ک نتونستن ازدواج کنن بذارین چرا هیشکی فکر دخترانی ک ن حمایت مالی و ن همسری دارن نیستین بفکر اینجور دختران و ازدواجشون هم باشین
0,خائنین به هم میهن و میهن
0,چرا دانش آموزان نظام قدیم را در نظر نمیگیرید
0,خیلی ماند داشت و خیلی م منم میزد کلا طرز صحبتش قشنگ نبود
0,نمیشه گفت کدوم
0,ره خیلی بد بود محبوب چندانی که نبود ولی همون یذرشم از دست داد 
0,به نظرت این مملکت درست شدنی آقای رشید پوررر ر
0,آقای تنابنده هنرمند سنگ اول هنرمند مردمی شنبه بیایید و بگویید چرا
0,چی بگم از کجا بگم حرف زیاد است و بار عمل کم گفته هامون عینه نگفته هاست
0,خیر به هیچ عنوان
0,دلالها باید بروند بوق بزنند
0,توروخدا آقای رشیدپور برنامه تون روقطع نکنید من هرروز به خاطر برنامه شما ازخواب بیدارمیشم
0,خاطرهای از چهارشنبه سوری دوران کودکیم ندارم
0,خودم که دست جالی هنوز زندم
0,خدا رحمت کنه خلبان رو این مرتیکه بی شرف بی همه چیز آشغال اومد جنازه رو مقصر دونست هه
0,پنجشنبه همیشه منو یاد پدرم میاندازه که وقتشه فاتحهای نثار روحش کنم این هم سهم پدر من از پنجشنبهها ست روح تمام درگذشتگان و عزیزان سفر کرده گرامی
0,این قسمتی که افتادن تو دریا بعد این طوفان تو دریا اوردشون سمت ساحل خیلی مسخره بود اصلا امکان نداره این دریایی که ایقد طوفانی بود همه یجا بیاره بعد حتی این روسری خانما یک ذره تکون نخوره بعد حتی یک ذره اب تو دهن هیچکس نباشه
0,اقای رشید پور عزیز لطفا در مورد کارمندان عسلویه هم صحبت کنید اواز دهل از دور خوش است الودگی هوا واقعا زیاده سرطان خون بیداد میکنه و متاسفانه مزایا و پاداش کارمندان هم قطع شده واقعا ظلم داره میشه در حق این کارمندان که پول خونشونو دارن میگیرن 
0,پس تاحالا چی گوش میکردی اقای بانی یدونه باشه این و گوش نکردی نصف عمرت درفنا رفته
0,رتبه هاموننن اشتباه دادن من نامردااا
0,متاسفام فقط همین
0,یک کلاغ چهل کلاغ یعنی کانال 
0,در سال ۴ شانزده هزار تن در تصادفات جادهای کشته شدهاند اگر فکر میکنید حادثهی سقوط هواپیما فاجعهی وحشتناکی است فقط تصور کنید که هر دو روز یک بار یک هواپیما با ۲ سرنشین در جادههای کشور سقوط میکند
0,قطعا عقیلی و چاووشی درد و بلاشون بخوره تو سر اون دو تا کسخول بانی و هیراد رو میگم
0,رییس سازمان سنجش باید عوض شه
0,همش بهونست نمیخوان بگن که خودشون مقصرن
0,واقعا جاتون خالیه 
0,متاسفم برای آقای الهی نیا مدیر ایمنی شرکت فرودگاههای کشور انشاالله خودت اینجوری از بین بری که دیگه اینجوری پررو حرف نزنی جلوی دوربین بی فرهنگ
0,سیستان آب ندارد
0,یکی بود حرف مردم رو میزد لا اقل دلمون خوش بود توام داری میری نه نرو نرو
0,سلام اآقای رشید پور من همه برنامه هاتون رو میبینم ولی اولین باره که کامنت میزارم از وقتی که شنیدم برنامه داره تموم میشه یه دلتنگی خاصی تو دلم جا کرده من هر روز با صدای شما از خواب بیدار میشم و این دلتنگی من رو اذیت میکنه
0,با سلام و خسته نباشید منیکی از نیروهای مرزبانی در جکیگور هستم بعد از ربودن نیروهای میرجاوه خیلی دنبال این بودم که یکی از صحبتهای مقام معظم رهبری و شهدای مظلوم مرزبانی داشتند به عنوان پیشواز قرار بدم اما نشد حالا که ۲ مرزبان سپاه شهید شدند و هر روز هم اتفاقات زیادی برای این قشر که برای امنیت و راحتی تماممردم ایران زحمت میکشند میافتد حدااقل چند اهنگ پیشواز قرار بدهید
0,لطفا جواب بدید
0,انشاالله همیشه سلامت باشند بااین وضعیت هوا چطور پرواز انجام شد 
0,حج واجبتر یا کسب علم و دانش یکم به فکر بچههای ما باشید از کجا پول بیاریم ۳ درصد افزایش ازمون ایلس کم نیس
0,یه کمی انصاف داشته_باشید این قدر حرف بی خود نزنید
0,چرا صیادایه خودمون بیکارننن
0,جناب رشیدپورسلام روزتون بخیر من چندین بارپیام دادم ولی ترتیب اثری داده نشده به خواسته_ای که از شما داشتم
0,میبخشید امروز صبح محصولی رو تبلیغ کردین اگه میشه برنامه رو با تبلیغات خراب نکنید مثل برنامه سیمای خانواده
0,بسیار حادثه دلخراشی بود امیدوارم خداوند به خانواده هاشون صبر جمیل عنایت کنه 
0,چه قدر این اقا دروغ کفت
0,خلبان شجاع دمت گرم
0,سلام چرا با این که انقد حرف از تولید ملی و حمایت از کالای ایرانی میزنید خودتون از پوشاک خارجی استفاده میکنید چه دلیلی داره
0,تقلب
0,اقای رشید پور چون میدونستم شما با مسئولین این شرکت رامیشناسید باشما درمیان گزاشتم تروخدا ازین موضوع نگزرید
0,سلام اقای رشید پور خسته نباشید لطفا به رئیس سازمان تامین اجتماعی بگویید افزایش حقوق فروردین بزنشستهها را بدند
0,   نمایندگانمان باید براساس خواسته ما تعیین شود نه خواسته دیگران  نمایندگانمان آقای دکتر هامون سبطی و دانشآموز دانیال آقایی هستند  نه به نماینده مجهولالهویه  نه به مناظره تشریفاتی  ما خواستار یک مناظره شفاف هستیم  ما را گول نزنید
0,چرا قسمت سانسور شده رو نگذاشتن
0,به داد کنکوریها برسید
0,من به عنوان یه جوون تنها فکرم اینه که یه جوری از کشور خارج بشم تا دیگه شاهد این ناحقیها نباشم خواااهش میکنم پیگیری کنید
0,چرا بقیه پستها رو پاک کردید
0,سلام لطفا در مورد این خودروها برنامه بزارید قیمت بازا ر واقعا خیلی فضایی پژو ۲ میلیون میگم ۲ میلیون بعد جالب اینجاست هیچ کدوم از نمایشگاها نمیفروشن یعنی چی اگه نمیفروشن چرا اینقدر ماشین خابوندن ایا این خودش یه نوع احتکار نیست نه میشه خرید نه میشه یه قیمت درست گرفت
0,خداییش تو کشورهای دیگه تا الان چندتا برف اومده هیچ کارشون نخوابیده حالا تو کشور ما اولین برف همه کارهارو خوابوند
0,رضا جان کاش یکبار در مورد کار زشت ایرانسل صحبت  یه مدت کوتاه خطم خاموش کردم الان ک دوستان تماس میگیرن اپراتور واگذار  چی آخه یک خط رو چندبار میفروشن
0,چرا حواب درست حسابی نمیدن
0,بنظر من قیاس استاد همایون شجریان با بقیه دوستان قیاسی بی منطق غیر کارشناسی و کاملا خنده داره
0,وزارت بهداشت کاهش ظرفیت ارشد
0,بابااین هم باخودہ روحانی دستش توکاسہ هستش اینطورکہ داردپیش میرد نفرہ بعدی اختلاس اقای رشیدپور هستش اقایہ رشیدپور بودبراش تبلیغ انتخاباتی میکرد هیچ وقت هم نباید جلوی روحانی حرفی بزند
0,اقای رشید پور من پشت کنکوری هستم میخوام سال بعد کنکور بدم ولی با این شرایط دیگه عملا هیچ شانسی برای قبول شدن در رشتههای خوب ندارم حس خود کشی گرفتتم خواهش میکنم یه کاری بکن تو این شرایط هیچ کس به جز شما نمیتونه کمک بکنه
0,با سلام و خسته نباشید من فکر کنم آقای الهی نیا در مورد سیستم کاریشون درست میگفتند بیشترین اعتراضات باید در مورد استفاده نکردن از هواپیماهای قدیمی انجام بگیره و قانونی باشه که اجبار کنن از این گونه هواپیماها استفاده نشود
0,نه به تاثیر سوابق تحصیلی
0,سلام آقای رشید پور چطور میشود از معدل و کنکور و نوجوان و جوان صحبت کرد بدون ربط دادن آن به محیط مدارس و معلمان آیا حل مشکلات معلمان در این موارد تاثیر ندارد
0,خیر اصلآ
0,بازی با آینده کنکوریهای ۷
0,مشکلات مردم زیاد از حقوق کارگرها بگویید
0,آقای رشید پول خواهشا برنامه تون تموم نکنید من یه روز که سوار ماشین بودم آقای راننده برنامه شما رو زنده با موبایل دنبال میکرد اکثر مردم از برنامه شما لذت میبردن
0,۸۵ درصددانش آموزان باتاثیر معدل درنتایج کنکور مخالفند
0,دلتنگ نبودنت هستیم ترزیق بخش امید جامعه جوان
0,با مزه گل چی بفروشیم اخه
0,اگه اقای رشید پور نباشه نگاه نمیکنم
0,سلام چرا معدل رو روی کنکور اثر میدن تو کنکورم تقلب میشه چه برسه به امتحان نهایی خیلیها معدلاشون با تقلب بالاست خواهشن پیگیر تاثیر معدل باشید برای کنکور ۷
0,خیلی غم انگیزه 
0,یک هم میهن فرهیخته وزیر آموزش پرورش با کارت زردهای مکرر شان نظام آموزشی کشور را پایین نیاورد اخیرا طرحی مبنی بر تاثیر قطعی سوابق تحصیلی در کنکور به بحث داغ رسانهها و عامل نگرانی خیل عظیمی از دانش آموزان و خانوادههای آنان در سراسر کشور تبدیل شده_است همه متولیان آموزشی بر این باور هستند که کنکور روشی منسوخ و شیوهای هولناک بر شناسایی استعدادهای انسانی کشور میباشد اینکه نظام آموزشی ما بر این باور رسیده_است و تلاش در برچیدن این غول از مسیر جوانان میکند نشانه بلوغ و بالندگی سیستم آموزشی مان هست و شکی در این مورد نیست در این باب اما توجه به چند نکته حائز اهمیت است چه کسانی کنکور میدهند چه کسانی قبلا کنکور داده_اند چه کسانی پشت کنکور هستند چه تعداد نظام قدیم و چه تعداد نظام جدید داریم چه تعداد افراد بعد از فارغ التحصیلی از رشتههای دیگر در سطوح بالا دوباره برای کنکور خود را آماده میکنند آمارها نشان میدهند افرادی که مدارک معتبر بالایی کسب کرده_اند به عنوان مثال کارشناسی ارشد یا دکترا اخذ نموده_اند دوباره به سیل کنکوریها اضافه شده_اند برای رفتن به رشته هایی که شاید بستر مالی برایشان فراهم کنند با این اوصاف قوانینی که وضع میشود باید منطبق بر شرایط فعلی اجتماعی فرهنگی کشور وضع شود ایضا قوانین باید اقشار مستضعف و مناطق کم برخوردار را بیشتر تحت پوشش حمایتی خود قرار دهد چرا که تئوری امام ره حمایت از کوخ نشینان بود مگر نه این است که امام راحل در فرمایشی حکیمانه فرمودند یک موی کوخ نشینان بر همه کاخ نشینان ترجیح دارد سوال این است آنان که مجدد کنکور را مایه نجات حیات خود یافته_اند آیا اگر منابع مالی مساعد در اختیار آنان بود حاضر میشدند خود را به دریای پر تلاطم و پر استرس کنکور وارد کنند دانش آموزی که قبلا با رتبهی خوبی به یک رشته مهندسی دست پیدا کرده آن زمان که برای کنکور درس میخواند نمیدانست که روزی نخواهد_توانست استخدام شود و مجبور خواهد_شد دوباره برای کنکور پزشکی درس بخواند اما به یک باره ورق برمیگردد و معدل تاثیر قطعی به خود میگیرد و این مهندس که باسواد است و نا امید از استخدام از کنکور دادن هم مایوس میشود چون او در آن زمان امتحانات نهایی را ناپلئونی قبول شده_بود افزایش تمرکز برای مطالعه تستی و وقتش را برای فهم شیوههای تست زنی قرار داده_بود حال این دانش آموز که از اساس بر مبنای فقر مالی به کنکور روی آورده و پولی برای ترمیم معدل هم ندارد باید چه کند در خلال این عرایض یک نیم نگاهی هم به عملکرد وزارت آموزش و پرورش در حالت کلی و مرب
0,واقعا که متاسفم به نظر میاد که مافیای کنکور خود آقای وزیر و کارشناسان این تاثیر قطعی سوابق در کنکور ۲ هستن وگرنه چرا نزاشتن نتیجه نظر سنجی پخش بشه چرا باور نمیکنن که تموم دانش آموزا با این قانون لطمه میخورن
0,کاش اقای عقیلی کمی از استاد شجریان یاد بگیرد
0,سلام لطفا درباره نبودن مرجعی برای قیمت رهن و اجاره که فقط توسط صاحب خانهها نرخ فضایی داده میشه هم صحبت کنید هرساله چند میلیون باید بزاری روی پول پیش خونه و روز به روز هم ارزش پولت کمتر بشه وام مسکن هم که آنقدر عالیه که باید ماهی حدود یک میلیون قسط وامی رو بدی که نصف پول یه آپارتمان نقلی هم نیست کی به درد مستاجرین میرسه و جولان بنگاه داران و صاحبخانهها رو کی کنترل میکنه
0,آقای رشیدپور ماهم قانع نشدیم چه برسه به شما قبول نمیکنن که مشکل از این مملکته مشکل از نبودامکانات توایران میگن مشکل از نیروی انسانیه آخه خودشماهم یکی ازاین مشکلاتی
0,متاسفم بابت تسلیتهایی که روزانه مجبور به گفتنش هستیم
0,کو گوش شنواخدابه ما رحم کند
0,دلمون شکست وقتی دیدیم دعای ما به عرش نرسید خدا به دل مادران و همسران و خانواده هاشون صبری عظیم عطا کنه دلمون غمگینه و غم بزرگتونو احساس میکنیم روحشون شاد و دلتون صبور صبور صبور 
0,خدایا در نزدیک عید هیچ پدر ومادری شرمنده فرزندانش نکن
0,دیگه کم کم مردان واقعی دارن خودشونوونشون میدن انشالله سرفراز باشن
0,مطالبهگری و احقاق حق مردم دقیقا با بی ادبی و بی اخلاقی متضاده آقای رشیدپور قیافه مطالبهگر میگیری و با شهردار پشت خط با کمال وقاحت و بی ادبی حرف میزنی این کاملا نشان دهنده بی سوادی و بی شخصیتی حضرتعالی است شما فقط مستحق مصاحبه و مجریگری برنامه همان رییس جمهور کذاب و دقل باز هستید
0,خدا خودش بداد دلشون برسه خیلی سخته 
0,سلام اقای رشیدپور لطفا راجب خودروهای تک سرنشین هم صحبت کنین ماها که از کرج صبحها میاییم سر کار واقعا اذیت میشیم
0,بپرسین پایتخت در قالب روستا و علی آباد قشنگه نه جنگ با داعش
0,نه به تاثیر قطعی امتحانات نهایی
0,دعا کنید اصفهان عزیزما هم برف بیاد آخه ما هم دل داریم
0,سکوت میکنم شاید فریادی باشد برای مسئولین بی لیاقتی که حق ایرانی رو برای ایرانی ناحق کردن
0, 
0,این اقا امده بود با تمام قدرت بگه همه چی خوبه ما مردم اشتباه تصور میکنیم
0,چرا ترکیه و سوریه این همه پتانسیل وجود داشت تو مازندران و داخل کشورمون مثلا دغدغههای بهتاش یعنی اجبار موسسه اوج بود برن سوریه شفاف سازی کنن لطفا
0,چرا بعضی از همکارا پیمانی شدن ولی بیست و چهار نفر از گیلان هنوز قراردادین
0,جواب یدونه از سوالاتو درست نداد ماکه هیچی نفهمیدیم
0,اخه همایون شجریان قابل قیاسه با بهنام بانی
0,رییس جمهور با این رکورد کشت و کشتار
0,اقای رشید پور اب مسلهای مهم است مهمتر از ان جان مردم است مگه تا چند ساله دیگه ایرانیئ هست ایران ویران شد یه عده رفتن که نخبه جوان وکار بلد هستن هر روز شاهد یه بدبختی هستیم غم بوی عید رو گرفته بخدا مردم دارن خفه میشن امروز هشتادنفر دیگه مردن شما فکر میکنین خوشحال باید باشیم آه اه چه بودیم جه شدیم چرا هر روز باید با غم روز رو شروع کنیم وبا غم ونگرانی به بالین بریم ملت ما اصیلن نجیبن مهربانن همدل وهمراهن شما که یه ایران بیننده دارید راه رو باز کنیدحجاب بهانه است تخم مرغ بهانه است یه غده بزرگ تو ایران است اونو درمان کنید ممنون
0,این چه تبلیغیه تو تلویزیون کیسه کیسه کیسه واقعا اون که مسوول این تبلیغه اصلا فکر هم میکنه
0,ایران داغدارم برای این همه مصیبت عظیم به جای تسلیت واژهای دیگر باید برایت یافت
0,رشید پور تو خودت یکی از خیانتکارایه این سرزمینی
0,اقااای رشید پووور بخونید پیامام را
0,اقای رشید پور دلمون تنگ مطالب بود غیبت داشتید
