target,comment
-1,خلبان شجاع دمت گرم
-1,سلام صبح بخیر راسته میگن نیومدن برف و باران بخاطر پارازیت هاییه که میندازن تو شهر تهران
-1,مخالف تاثیر سوابق تحصیلی
-1,کوسکش لاشی مادر جنده خیلی ازت بدم میاد لاشی پرسپولیسی باقیافهی کبرت
-1,آقای کاتب رای با ملت است
-1,خب پولشوداری  اون بیچاره هارفتن بیرون
-1,آقای رشیدپور صدا وسیماییها باید با مردم باشن مجریهای خبری با اینکه میدونن خبری که میخونن درست نیست چرا اینکارو میکنن میترسن بیکار بشن خو بشن اونی که از جونش میگذره آدم نیست
-1,تو مملکت ما فقط جون آدمها هست که بی ارزشه
-1,سلام اقای رشید پور بنده به نمایندگی ازکارگران اداره برق پرسنل پیمانکار جامع بهره برداری خواهش میکنم در خصوص وضعیت امنیت شغلی ما پیگیری بفرمایید با این خطر ودست مزد خیلی کم کار میکنیم اما پیمانکار به هر بهانه اخراج میکنه واقعیت اینه که ما غروب هر روز به اینکه فردا هم شاغل هستیم یا نه شک داریم وهمیشه اضطراب بیکار شدن دروجودمان هست خواهش میکنم با تحقیق ودانش کلی پیگیری کنید
-1,امید وارم این برنامه تموم نشه وگرنه تمام تلاشهایی که کردید سرنوشت باتلاق گاوخونی رو پیدا میکنه تعجب نکنید روزگاری آنجا ممد حیات بود اما کنون منجلابی بیش نیست رود باید جریان یابد تا به هدفش برسد
-1,آقای رشید پور خداوکیلی موضوع معیشتی نیروهای پیمونکاری عسلویه رو رسانه ایی کن داره جنایت میشه
-1,روز ۱ دلاری روز سهام عدالت باعث شده به بعضیها بر بخوره
-1,آقای رشیدپور اوایل برنامه خیلی جنجالیتر و جذابتر بود ظاهرا دست شما بازتر بود با فن بیان و تجربهای که شما دارید حتما میتوانید بهتر از این به چالش بکشید
-1,چرا از تیکه کلامی هایی که مختص کارکترهای پایتخت هست استفاده نمیکردن حذفش کردن چرا
-1,سلام خوش بحالتون که برف دارین ما خوزستانیها داریم خفه میشیم تو رو خدا بجای ما نفس بکشید
-1,خدا به خانواده هاشون صبز اعطا کنه 
-1,سلام آقای رشید پور الان بیشتر از هشت ماه هست ساندرو استپ وی ثبت نام کردیم هنوز دعوتنامه نیومده تکمیل وجه کنیم بعدش ماشینو تحویل بگریم موفع ثبت نام تحویل شش ماه بود هنوز خبری نیست و کسی از ظرکت سایپا جوابگو نیست خواهشا شما از مسئولین سایپا پیگیر باشید با تشکر یزدانی
-1,آقای سراییان چه سوتی داد اقای رشیدپور پرسیدن شما برنامه مارا میبینین گفت روزای عادی که سرکارم نمیبینم ولی روزای تعطیل میبینم 
-1,نمیدونم چرا اینقدربه سازمان خصوصی سازی برخوردهواقعیت رو که نمیشه کتمان کردخداییش بااین پول یه پیتزا هم نمیدنخدارو شکر که ما نمیگیریم
-1,تسلیت عزیزان ملت سوگوارن روحشون شاد
-1,با سلام اقای رشید پور خوبه که تریبون صدا و سیما در اختیارتونه و به مسولین تیکه میندازین و به حساب حرف دل مردم میرسونید ولی همین صدا و سیما هم کم مشکل نداره با این سریالهای جدید و مزخرف و شبکه هایی که از پنج تاش یکیش شاید بیشتر نشه نگاه کرد و کیفیت تصویر بد
-1,هامون سبطی نماینده ماست
-1,اقای کاتب رای با ملت است
-1,یک رفیق دارم بسیار زرنگ است از هر دو طرف باج میگیرد
-1,کل شهر تهران از نیمه شب دیشب تا دووعصر برق نداشتند برنامه رو برای کی میخواستی پخش کنی
-1,از بحث امروزت با آقای رشیدپور معلوم شد خیلی با ایشون لجی و جزوه مخالفان و حسوداشون هستی
-1,سیستاننفسندارد
-1,فرض کنین یک کمپانی هم نفت بفروشه خونه بسازه کشاورزی بکنه ماشین بسازه کارخونه اداره کنه موشک بسازه معلومه ورشکست میشه دولت ما
-1,با سلام لطفا در مورد تحویل خودروهای ساندرو استیپ وی حتما پیگیری کنین چرا ملت فقط باید تو ضرر و گرانی شریک خودرو سازا بشن اما تو سود نه ۸ماه پیش طلا به گرمی ۳ فروختیم و ماشین نوشتیم حالا طلا که چند برابر شد طلامون از دست رفت ماهم به ماشینمون نرسیدیم همش تو استرسیم که دوباره افزایش قیمت بهمون نخوره همه سراغ ماشینمو میگیرن دیگه چه جوابی بدم اینهمه شعار حمایت از کالای ملی بفرمایین چیشد همش شوک وارد میکنن بهمون میگن قطعه نداریم اخه با پول پیش ما با دلار ۳تومن چکار کردین خب میرفتین قطعشو میخریدین نکنه سکه خریدین باهاش تا بود دعوت نامه فروردین اردیبهشتا نمیدادن تا افزایش قیمت خوردن بعد چجور دعوتنامه صادر کردن الانم فقط کافیه زمزمه افزایش قیمت به گوششون بخوره بعدش ببنین چجور دعوتنامهها سرازیر میشن مشکل طمع کردن سایپاس نه قطعه اب از سرچشمه گل آلوده بترسین از آه مردم برسین به داد مردم
-1,سلام آقای رشیدپور برنامه خوبی دارید اما بعنوان کسی که بناچار عزیرش رابرای مدت محدودی در آسایشگاه خصوصی گذاشت وبدبخت شد خواهش میکنم یک برنامه بگذارید ودر مورد خانههای سالمندان که خصوصی هستند وهزینههای گزاف میگیرند با قول شفاهی اینکه خدمات ویژه انجام میدهند ولی دقت کافی نمیکنند ومشکلات جدی وحتی منجر به مرگ میشه وبعد هم کاری نمیتونند بکنند صحبت 
-1,سلام رشیدپور جان سلام چرا منو نمیخونی
-1,چرا هیچکس استفا نمیده
-1,سلام شما که اینقدر نسبت به مسایل نگاه موشکافانه دارید لطفا درباره پاداش بازنشستگان فرهنگیان عزیز صحبت کنید متاسفانه بعدازیک سال در چندقسط پرداخت میکنند چرا باید پس از سالها تحمل حقوق کم وغیرعادلانه در ایام بازنشستگی شرمنده خانوادهشان باشن
-1,واقعا که هنوز در جاهلیت بسر میبریم ومر گ بر دیگران میگوییم و گریبان خودمون میگیره جای تاسف است
-1,اقای رشیدپور من حسین از پاکدشت هستم مددجوی کمیته امدادجزبیماران خاص هستم ماهیانه ۳ هزارتومان دارومی خرم به این اون میگم کمک میکنند کمیته برجی ۲ هزارتومان حقوق برای ۴نفر میده بگو چه کارکنم وبه گوش مسعولان برسانید
-1,علی کوچولو فوت شد و روسیاهیش واسه کسایی ک اهمیتی ندادن بهش حمایتی نکردن ازش
-1,ما رتبه واقعیمونو میخوایم
-1,اقای رشید پور پولهایی که اقایان زیباکلام و گرفتند برای کمک به زلزله زدهها چی شد کی پاسخگو است حلال نمیکنیم که یک دقیقه تو حسابشون بمونه
-1,چه فایده نمیخونی باهاتون قهرم
-1,نه نمیفروشم
-1,سلام آقای رشیدپورلطفابه مسئولین محترم بگیدچرا هرچی گوشت ومرغ تنظیم بازاریه براتهرانیاست پس شهرستانیها چی مگه ما آدم نیستیم گناه ماچیه که شهرستانیم وبایدگوشت کیلو ۵ تومن بخریم ولی تهران باتنظیم بازارکیلویی ۵ توروخدابگیدبه دادماهم برسن ازاستان همدان شهرستان نهاوند
-1,مگه اون سازمان سنجش در پیکر نداره جوابا کنکور چرا برای همه اینجوری شدههه
-1,یا با ازدواج من و خواهرت موافقت میکنی یا با همین کت تنت حلق آویزت میکنم
-1, باسلام حضور مجری مردمی برنامهی موفق حالا خورشید و تهیه کننده و دست اندرکاران این برنامهی تلویزیونی و ملی ما گروهی چند هزار نفره از فرهنگیان رسمی هستیم که سالهای سال بصورت حق التدریسی با حقوق ماهیانه ۲ هزار تومان و نهایتا ۲ هزار تومان در سالهای ۲ تا ۲ در اقصی نقاط کشور بخصوص روستاها بدون هیچ گونه مزایا و یا حتی برخورداری از بیمه کار کرده_ایم فقط به امید اینکه زمانی رسمی شویم و این سالهای پرمشقت و عاری از هر گونه بار مالی برایمان سنوات محسوب شود تا کمکی باشد برای نزدیک شدن به بازنشستگی زیرا بعد از لیسانس همهی ما در اوج جوانی وبا انرژی مضاعف به صورت حق التدریس مشغول بکار شدیم و بالاخره با تصویب شورای محترم مجلس در سال ۲ و ۲ رسمی شدیم ولی متاسفانه در این سالهای که کار کردیم جزو سنوات محسوب نشد تا اینکه بدلیل بالا بودن سن همهی ما و سنوات بسیار پایین با همکاری نمایندگان محترم مجلس قانون احتساب سنوات حق التدریسی اجرایی شد ولی شاید باور نکنید که بابت سالهایی که ما در ماه فقط ۲ هزار تومن و نهایتا ۲ هزار تومان دریافتی داشتیم حالا میخواهند بیمهی آن سالها را که صحبت از ۲ تا ۲ سال پیش است به نرخ بیمهی سال ۲ حساب کنند یعنی چیزی حدود ۵ در ماه ظلم به همین جا خاتم نمیشود حق التدریسیها تابستان هم جهت برگزاری امتحانات شهریور و تصحیح اوراق به طور رایگان در خدمت آموزش و پرورش هستند و این قانون احتساب سنوات حتی ۲ روز عید و ۱ ماه تابستان را هم از ما دریغ کرده_است و جزو سنوات محسوب نمیکند آقای رشید پور لطفا صدای مظلوم معلم را که به گوش هیچ کس نمیرسد شما از طریق این برنامهی موفقتون به سمع و نظر رهبر معظم انقلاب اسلامی و ریاست محترم جمهوری برسانید ببینند اینجا چه خبر است ما مطمئن هستیم اگر درد این جامعهی مظلوم به گوش این بزرگواران برسد حتما حتما پیگیر خواهند_شد با تشکر ومن الله توفیق 
-1,کسی از اب و هوا نمیگه
-1,لطفا اقای لاشکی را دعوت کنید وزیر اموزش پرورش جوابگو نیست نه به مصاحبه یک طرفه ۲ درصددانش اموزان باتاثیر معدل درنتایج کنکور مخالفند
-1,آقای رشید پور شما برید ماها چکار کنیم این همه وقته داریم برنانه شمارو صبحها نگا میکنیم برامون از یک سریال خانگی هم بسیار جالب و جذاب هس حالا اگه برید مادیگه صبحها انژری برای بیدار شدن نداریم خواهشا یه کاری بکنید که این برنامه عالی تون تموم نشه
-1,عجب موجودبی وجود یه وجوداین افراد برای بشر و کشور مضر و مخل اسایش و ارامش و پیشرفت کشور
-1,جناب رشید پور متاسفانه شرکت سایپا با وقاحت تمام از خرداد ماه تا به امروز با اعصاب و روان ۵ نفر بازی کرده و به هیچ کس و بنی بشری پاسخگو نیست وقتی هم که یه برنامه تلوزیونی امثال شما میخواد رو این موضوع کار کنه سریع دستور بایکوت خبری رو میدن
-1,چه بی ادب وبی شخصیت
-1,زودبرگردین دلتنگتونیم
-1,خفه گیری از طرف خلاف کارهای ترکیه به رحیم رحمان شد انتقاد نشد از کشور ترکیه
-1,تاثیر قطعی معدل نباشع
-1,سلام چرا برای جذاب شدن برنامه تون به اختلافات قومی دامن میزنید در مورد خانم دکتر محترمی که در امارات مواجه با رفتار بد اماراتیها شده_بود دولت یا وزارت خارجه باید اقدام کنه نه تلویزیون با حالتی پروپاگاندایی خاورمیانه عقب مونده محکوم به فلاکته با بروز حماقت هایی که روز به روز بیشتر هم میشه
-1,آقای رشید پور وسط تهران نشستی با اینترنت سرعت ۴جی وداری از این آقا حمایت و تعریف و تمجید میکنی چرا چون از دولت روحانیه اگه راست میگی بیا مناطق محروم ما و اینترنت گوشیت رو روشن کن و اونوقت اگه مردی حرف بزن
-1,نه به حذف ارز دانشجویی
-1,اقای رشید پور از خیرینی مثل اقای دایی وخیابانی و زیبا کلام که مردم بهشون اعتماد کردن بخواهید توی این سرمای سخت به داد زلزله زدگان برسن برف قشنگه برای اون بچه هایی که دستکش و چکمه و کاپشن گرم دارند سقف خونشون چکه نکنه شما را بخدا بگین نون حلال ببرین خونه 
-1,صداو سیما وقتی بخاد خوب تبایغ میکنه
-1,آ قای رشید پور عزیز بجای این کارها بیایید همه با هم به فریاد همو وطن خود کرمانشاه باشیم یه برنامه بگذارید در اینجا همه کمک کنن همین طور ما به فکر عید هستیم انها چی
-1,خیلی اشغالی
-1,خوشبحالتون برفیه اونجا ما ک اینجا از گرما داریم میپزیم اصفهان هوا آفتااابی و گرم 
-1,ببخشید این حرف رو میزنم مردم ایران بقدری در ناراحتی وغم هستن مخصوصا این اتفاقهای اخیر سانچی هواپیما فقط کسی میتونه چهره سال بشه که کمی خنده بروی لبهای مردم بیاره پس آقای مدیری به نظر من بهترین گزینه میتونه باشه با تشکر
-1,سلام اگر ممکنه از کلمه سی تی اسکن تو برنامتون استفاده نکنید به نظر جالب نیست مجناب رشید پور
-1,امروز بدون حالا خورشید حالمون گرفته_شد
-1,هنر میخواد که از ترکیه ان وارد کنه روحانی کادو بده به طرفدارنش هیچ کس همچین هنری نداره نه تو ایران هیج جای دنیا فقط دولت اسهال طلب داره این هنر را
-1,برو از خودت خجالت بکش رشید پور
-1,رتبه کنکور غیرواقعیست
-1,اقای رسید پور نه اونکه برای روحانی کسیه کشی میکردی نه با این انتقاد تون از روحانی روزی باید جواب نادانی ات را بدهای اقای روشن فکر مثل شماها ملت و کشور را نابود کردن چرا سوال نمیکنید برجام چه دست اوردی برای ملت ایران داشت این همه فقر بدبختی ملت را نمیبینی کور شدی
-1,این دولت چطوری میتونه جواب این خانواده هاروبده 
-1,ترو خدا زود زود برنامتون شروع بشه
-1, باسلام خدمت جناب اقای رشید پور مجری برنامه حالا خورشید لطفا در خصوص مصوبه   ۱۸ ۱ تبصره ۲ماده۷ وزارت مسکن و نادیده گرفتن شدن که حق بخش عظیمی از مهندسین ناپیوسته که عمده آنها از هنرستانها با توجه به سیاست دولت جهت تربیت مهندسین متخصص وارد این حرفه شدن گزارشی تهیه کنید در این بخش نامه امکان ارتقا پایه صلاحیت طراحی گرفته شده و این رشتهها نامرتبط اعلام شدن نگاه دوگانه به مهندسین عضو نظام که از یک فیلتر وزارت مسکن گذشته_اند عدول از قوانین اجرایی و عطف به ماسبق
-1,مشکلات مردم زیاد از حقوق کارگرها بگویید
-1,از زمانی که شما مطلب گذاشتید که آموزش و پرورش میخواهد مطالبات معلمان را بدهد شش ماه گذشته_است و هنوز طلبهای ما را نداده_اند آقای وزیر قبلی و وزیر بعدی و معاون رییس جمهور آقای نوبخت و غیره از چوپان دروغگو هم دروغگوتر شده_اند لطفا یکبار دیگر هم پیگیری کنید دفعهی قبل گفتند همین شنبه پرداخت میکنیم پس چه شد مبالغ دیون که بیش از ۲ سال است پرداخت نشده_است کمک هزینهی ازدواج سه سال است پرداخت نشده_است و
-1,زندگی که فروشی نیست اقا پرویز
-1,جناب اقای رشیدپور که باصراحت تمام حرف دل مردم را بیان میکنند وای کاش تاثیر گذاربود
-1,ستاااد بحرااان چه خبر بحرااان جدید چی داریم 
-1,اهل سینما رفتن نیستم متاسفانه نمیتونم نظر بدم
-1,حق رو نا حق نکنید سنجش
-1,کاش قبل از اینکه فاجعه اتفاق بیفته مدیر مسئول رو ملزم به رعایت قوانین کنند آخه تا کی نوش دارو پس از مرگ سهراب حالا به فرض که توضیح ایشون قانع کننده هم بود چه دردی رو دوا میکنه عزیزهای مردم زنده میشن بیایید دعا کنیم برای آمدن روزی که جان همنوعمان برایمان گرانبهاترین ارزش شود
-1,اقعا تاسف اوره
-1,چرا سارا نیکا کم حرفن
-1,نه بابا دوروغه
-1,من که ندیدم برنامو ولی بره گمشه با این امنیت پروازی که کنترل میکنه
-1,متاسفم اقای رشید پور کل محبوبیتت که پیش ما قشر جوون داشتی از بین رفت ماهیت خودت رو روشن کردی که کدوم طرفی برو ببین تو این ۲ سال چند هزار نفر از مردم همین ایران خودمون رو کشتن بعد بیا محکم حرف بزن البته حقم داری دفاع کنی
-1,عجب بغض سنگینی
-1,اگه تلگرام مشکل از سروراشه چرا پس پیام رسانای داخلی مشکل ندارن سرور سروره دیگه
-1,امروز نیستید انگار یه چیزی کم داریم
-1,خیر اصلآ
-1,من چندین دوره به خاطر آقای مدیری که دروغی درکار نیست هشتک را فرستادم ولی کدی برام نیامدشماها جایزها را بدین به همانهای که مشناسین این پول من هم برای اخرتم ذخیره میشه ولی الهی که نخورین
-1, میوه فروشای زیر پل فرح ابادو میخاستم خودتون ی بررسی   و زشت کردن شهر
-1,رشید پور حیا کن تلویزیون رو رها کن
-1,عجب ماز یاران چشم یاری داشتیم ولی انگاری خود غلط بود آنچه میپنداشتیم کاش اون مصاحبه رانمیکردید یک شبه از عرش به فرش رسیدیدآقای نسبتا محترم حسنی طوری دیگهام میشد عقده مردم را بیان کنی و دردشون رابگی البته میدونیم شمام گوینده بودی اما حیف اینهمه سال زحمتهات بود
-1,ای کاش بجای عکس یک بار میامدید گلوگاه اتوبان گرمدره کرج تهران درک میکردید مردم کرج چه میکشند کاری که با پهن شدن اتوبان در این منطقه خیلی راحت حل میشود آقایان لطفا تشریف بیاورید خودتان فیلمبرداری و گزارش تهیه فرمایید
-1,تسلیت به خانوادهای عزیزان
-1,سلام چرا جواب نمیدین علی عالی چی شد
-1,خیلی ناراحت شدم چرا قطع کردین صبحها دخترمو میخاستم بفرستم مدرسه با برنامه قشنگتون روزمو شروع میکردم
-1, باز هم کارگر بدبخت ۴ آقازاده در اروپا و آمریکا زندگی میکنند ۲ میلیارد دلار در ۲ماه از کشور خارج شده_است ۳ هزار میلیارد تومان وام در اختیار ۳ بدهکار بانکی ست اما شیفت ایثار برای گرفتن ژست مقاومت را کارگرانی باید برگزار کنند که طی ۱ ماه قدرت خریدشان ۲ درصد کاهش یافته_است
-1,دیروز آقای رشید پور نبودند امروز هم که پنجشنبه هست همکارانشونم نبودن اتفاقی افتاده ما نگرانیم
-1,سه بار پیام فرستادم اصلن نگاه نکردید
-1,برادر گرامی هر وقت مسئولین خانههای میلیاردی و ماشینهای میلیاردیشونو فروختن و پول اونها رو به همراه حسابهای بانکی میلیاردیشون به بیت المال واریز کردند و هم سطح مردم عادی زندگی کردند اونوقت میشود از مردم توقع داشت آنقدر مقاومت کنند تا بشود از موضع قدرت مذاکره کرد اینکه بالا دستیها شکمشان سیر باشه و مردم عادی زیر بار مشکلات له بشن این دیگه اسمش مقاومت نیست اسمش ناجوانمردیه و شیره مالیدن سر مردم
-1,سلام و خسته نباشید لطفا میشه پیگیری کنید چرا شهریه ثابت دانشگاه پیام نور رو اینقدر هی هر ترم دارن افزایش میدن حالا خورشید رشید پور 
-1,سیستان اب ندارد
-1,۵ متاسفممم
-1,با این کار ما رو نابود میکنید
-1,اقای رشیدپور سلام معاونت فرهنگی شهرداری ساری الان بیش از سه ماه حقوق کارمندهای شرکتی رو پرداخت نکرده لطفا خواهشا پیگیری کنید که عید قربان این آدمها هم بنونن عید خوبی رو در کنار خانواده هاشون داشته_باشند
-1,سلام من جوان ۲ ساله با مدرک کارشناسی حقوق و پنج سال سابقه کار در دفتر اسناد رسمی و تخصص در تنظیم قرارداد و امور ثبت و حسن شهرت جویای کار مناسب هستم یک میلیون حقوقی که میگیرم اصلا زندگیمو نمیرسونه چون پدرم سکته کرده و هزینه درمانش خیلی زیاده از فیزیوتراپی ووو و هیچ پولی نداریم بخدا خسته شدم دیگه ممنون میشم اگه کمکم کنید
-1,اقابزار باشه واس ما بد بختا یه کسی هم بزار حرف بزنه واقع برنامه تون عالیه
-1,سلام خسته نباشید آخه چرا به این زودی دارین برنامه رو تموم میکنید تورو خدا فصل بعدی رو هرچه زودتر شروع کنین ما خیلی لذت میبردیم خیلی عادت کرده_بودیم حالاخورشید برنامهی خوبی بود بی صبرانه منتظریم
-1,رامسر هستم شهر بدبختی روز دختر مبارک
-1,لطفآ پرویز نشاط و اون همکارش رو نیارید خیلی بیربطه و بد  خودت آقای رشیدپور
-1,سلام ما اذر ۲ خودرو ساندرو استپ وی ثبت نام کرده_بودیم که تحویلش برای خرداد ۲ بود ولی تا به امروز از ماشینامون خبری نشده هیچ کسی هم جوابگو نیست بخدا دیگ خسته شدیم ساندرو استپ وی لطفا اطلاع رسانی کنید سایپا ظالم
-1,میگمااا همه جای ایران برف و بارون اومد به جز  مسئولین رسیدگی کنن دیگه
-1,توروخدا تکرار برنامه داسته باشید
-1,کیرم توناموست رشیدپورکسکش بیشرف
-1,جناب عزرائیل ا ز سال پیش با پلاسکو تا امسال دنا خدا تا اخر سالو بخیر بیاره وبگذرونیم
-1,خخخیییر
-1,چند بار پیام دادم در مورد بافت فرسوده بپرسید چکار کنیم امثال ما وام بافت فرسوده گرفتم موقع قسط بندی بخاطر اینکه میگن دولت یارانه وام نداده همون ۲ درصد بازپرداخت دارن میگیرن
-1,سلام این سایپای ظالم قرار بود خرداد ماشین ساندرو استپ وی مارو تحویل بده ولی تا به امروز ۲ مرداد ۲ هیچ خبری نیست و هیچکس هم جوابگو نیست
-1,بپرسید چرا سارا و نیکا دیالوگ ندارند و زیاد صحبت نمیکنند
-1,سلام اقای رشید پور از رئیس سازمان تامین اجتماعی بپرسین عیدی بازنشستگان کی میریزن ب حساب عید اومد
-1,آقای رشید پور من تو شیراز زندگی میکنم چشممون به آسمان خشک شد برف که هیچی یک باران هم نیامد که دلمون خوش بشه بگیم امسال زمستان داشتیم
-1,سلام جون هرکی دوست دارید تبدیل وضعیت نیروهای شرکتی رو پیگیری کنید
-1,اقای رشید پور صدا بشین برای ما کنکوریها
-1,دیگه فایده نداره بخاری از اینا بلند نمیشه باید بذارن بعد عید موقع گلها درآمد
-1,اقای ناجی خوب گفت اون ۱ نفر پول زیاد میگیرن بگذار اسمشون بگه
-1,عالیه سرصبحی کلی انرژی میگیرم توبرنامتون بگین کارگران آبدار استان خراسان جنوبی حدود ماهه حقوق ندادن هرجا میگیم فقط وعده بدون عمل توروخدا بگید شاید به مسولی اون بالاها حرف شماروبشنوه ومشکلمون مرتفع بشه ان شالله
-1,همه مسئولان در برار مشکلات ایران مسئولند بترسید از آه مظلوم
-1,بگذار تا بگریم چون ابر در بهاران کز سنگ ناله خیزد روز وداع یاران دلم بردی حالا خورشید تنگ شده 
-1,عجب کسوشعری گفتی عمو
-1,سلام این جور برنامه ریزی مثل بیماری میمونه که بامسکن بخوان درمانش  تا زمانی که ما نتونیم یه گوشی موبایل بسازیم آیا جلوگیری از قاچاق میتونه درمانگر باشه ب امید آنکه روزی برسد که استعداد مهندسین بیکار و باهوش ایرانی رو بها بدن اونوقت چنان رقابتی ایجاد کنن که کسی فکر واردات به سرش  تشکر
-1,سلام به ۴ چند بار پیام دادم چرا برنده نمیشم
-1,سلام رشید پور به وزیر بگو بره کنار بزار دکتر حسینی بیاد جاش
-1,نه نه اکثر همکاراتون خیلی نامردن شما و امثال شما خیلی معدود هستین
-1,اقای رشدپور این مسیولین انقدر پوستشون کلفت شده
-1,نه به تاثیر قطعی نمرات امتحانات نهایی
-1,سلام من سی سالمه میخام چن روز دیگه یه مجلس افتضاح بگیرم دامادی همه خرجامو کردم واسه یک و نیم کم اوردم بخدا کسی میتونه راهی نشونم بده
-1,اونکه نذر ۳ تا صلوات کرده که شما نیایید نذر برا خودش بکنه که آگاهی ودیدش به محیط اطرافش بیشتر شود
-1,اقای رشیدپور لطفا حقوق کارمندهای شهرداری ساری را پیگیری کنید الان سازمان بازرسی هم در ساختمان شهرداری مستقر است ولی متاسفانه این مدیران آنقدر رانت دارند و از خانواده محترم شهدا هستند با اختلاس هفت میلاردی کسی نمیتونه باهاشون برخورد کنه
-1,نخند
-1,شنبه خر است
-1,آقای رشیدپور دانش آموزان منتظرند  مناظره با وزیر آموزش و پرورش چرا آقای بطحایی پاسخگو نیست یک هفته ازقول ایشان گذشته  نه به تاثیر قطعی معدل درکنکور ۲  ما ۱ میلیون نفریم
-1,بسیار حادثه دلخراشی بود امیدوارم خداوند به خانواده هاشون صبر جمیل عنایت کنه 
-1,شما یا نمیشنوید یا خودتون به اون راه زدید واقعا فراموش کردید چه کسانی واسه شما زحمت کشیدند اگه این قشر زحمت کش و مظلوم جامعه معلم نبود شما کجا بودید کمی به عقب برگردید
-1,کل مردم ایرانند که زیر این همه فشار و سختی هنوز زنده موندن
-1,برو با ناموسا طرف ۷درس منفی زده با سهمیه شده ۵ اونوقت ما پاره میشیم و آخرشم هیچ گهی نمیشم
-1,واقعا برنامه بدون آقای رشید پور صفا نداره من واقعا صبح گفتم ایکاش امروز بیان
-1,۱ خیر نه لا ابدا نات به چه زبونی بگوییم که همشون بی مسئولیتن و دستی دستی مردم را به کشتن میدن و بعد زنجیرهای از دروغ میبافند در توجیه کارهای ابلهانه شان و بخورد مردم میدن
-1,یعنی اقای رشید پور نیست حالاخورشیدبدون اقای رشید پور معنی نداره
-1,رضا جان پیگیر این موضوع باش توروخدا خواهش میکنم
-1,خیلی بی سواد بود
-1,این یکیشه هزاران جوان تو ایران هست که اگر ازشون استفاده بشه دنیا رو به زانو درمیارن ولی بیشترشون رو صبح تو میدونم کارگری میشه دید خداروشکر اینا رو دیگه نداشتن فراری بشن یا کارگری کنن
-1,سلام اقی رشیدپورمیشه شماره تماس خودتونوزیرنویس کنیدلااقل شماره شماروداشته باشیم حرفی که بهتون میزنیم انتقال بدیدبه مسئولین بی دردومرفع وشایدحرف خصوصی داشته_باشیم وتاریخ روزبه روزبرنامتونودراینستاگرام بزاریدکه یه وقت یه برنامتونونتونتونستیم ببینیم ازتاریخش متوجه بشیم
-1,سلام ۱ هزار پیام به برنامه تون ارسال کردیم کسی از شماها ندید یا نخواست ببینه شما که تو برنامه تون عنوان کردید تریبون بیان دغدغه هاید اون چند هزار پیامکو ندید حداقل اینجا دیگه دغدغههای معلمارو ببینید مافرهنگیان خواستاربرابری حقوق و مزایا بادیگرکارمندان دولت پیگیری موارد افزایش حقوق بهبود اوضاع معیشتی حذف کسری مقرری ماه اول رتبه بندی حق خانمهای مجرد و بازگشت تربیت معلم به سنوات بازنشستگی هستیم خواهشمندیم برنامهای را در این خصوص ترتیب دهید
-1,ببینید بازم دروغ گفت خودش گیر کرد
-1,توی این مملکت هر کی مرد برا خودش مرد واقعا متاسفم
-1,آقای رشیدپور ماهم قانع نشدیم چه برسه به شما قبول نمیکنن که مشکل از این مملکته مشکل از نبودامکانات توایران میگن مشکل از نیروی انسانیه آخه خودشماهم یکی ازاین مشکلاتی
-1,آقای رشید پور خداوکیلی بیاین زود شروع کردن روز بدون شما هیییچ فایدهای نداره
-1,علوم آزمایشگاهی شماره نظام پزشکی ندارد
-1,خیلی کار بی هوده و بی کلاسیه یعنی چی اتیش بزن بپر از روش خرافات بی عقلی چندین صد سال پیش یه احمقی رسم کرده ما هم مثل عقب افتادهها اطاعت میکنیمم
-1,هزار ان جوان نخبه ومتخصص داریم که بیکارن با منش ووفکرای تازه جاتونو باهاشون عوض کنید تا فکری به حال این سسیستم خراب کنن
-1,روحش شاد قهرمان همیشه یادت زنده است برای ملت ایران
-1,آقای پرویز نشاط واقعااا اکثر وقتا با قضاوتها و نظریههای اشتباهتون اول صبح آدم رو خراب میکنید
-1,بابا از دلار حرف میزنید من احساس نگرانی میکنم آخه پول ندارم که به دلار فکر کنم
-1,اقد بدم میاد از ای سبیل 
-1,چرا اون افرادی رو نشون دادین که میخواستین من مهندس  به عنوان تکنسین کولرهای گازی جون دارم  مسعود صابری زد کمرمو با یه عمل اشتباه ناقص  که هیچی اون موقع که خوب پول در میاوردم اگه میومدی مفت میدادم ببری خودمم میرفتم  ور نمیداشتی
-1,سلام چرا پیام منو نمیخونی
-1,سلام منم عزادار برادر جوانم هستم برادر ۲ ساله م که به تازگی از دستش دادم من یه خواهر داغدارم و حال و هوای عزیزانی رو که دیروز عزیزانشون رو تو سانحهی هوایی از دست دادن رو خوب درک میکنم
-1,سلام میخواستم یه مطلبی رو خدمتتون عرض کنم شما یه سر تشریف بیارید خرمشهر ببینید گرمای خرمشهر بیشتره یا امریکا اینجا گرما به ۲ درجه هم میرسه لطفا رسیدگی کنید
-1,ای حامیان فریب ودروغ
-1,عاقا ماهم برف میخوام دعا کنین خراسان جنوبی هم بباره
-1,حافظ ناظری در این یکسال کار خاصی نکردم که باشه
-1,ی استکان چای ۲ هزارتومن
-1,سریال کسشری بود
-1,۱۲ متاسفانه تو نتایج دست بردن
-1,ایران رستگار رحمانیها کم ندارد
